id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
6386,39,management,single,tertiary,cellular,3840,yes,no,0,NA,315,628.58,0
6387,45,management,married,primary,telephone,4629,no,no,0,NA,285,0,0
6388,28,admin.,single,secondary,cellular,1823,no,no,0,NA,237,0,0
6389,46,blue-collar,married,secondary,cellular,1144,yes,no,3,NA,376,472.01,0
6390,39,management,married,tertiary,telephone,514,no,no,0,NA,155,0,0
6391,27,blue-collar,single,secondary,cellular,940,yes,no,3,low,141,0,0
6392,37,self-employed,single,secondary,NA,125,no,no,0,NA,56,0,0
6393,44,management,single,tertiary,cellular,3812,no,no,0,NA,172,0,0
6394,31,admin.,married,secondary,cellular,35,no,no,0,NA,615,267.41,0
6395,32,entrepreneur,married,tertiary,cellular,0,yes,yes,0,NA,95,0,0
6396,40,admin.,married,secondary,cellular,67,no,yes,5,low,359,0,0
6397,31,services,married,primary,cellular,46,no,no,0,NA,37,0,0
6398,21,student,single,primary,telephone,423,no,no,5,high,287,279.79,0
6399,49,services,married,secondary,cellular,0,no,no,0,NA,189,0,0
6400,37,management,married,tertiary,cellular,865,yes,no,0,NA,101,0,0
6401,34,management,married,tertiary,cellular,0,no,no,0,NA,431,0,0
6402,34,technician,married,secondary,cellular,393,yes,no,6,NA,314,0,0
6403,30,student,single,tertiary,cellular,31,yes,no,0,NA,23,0,0
6404,47,management,married,tertiary,cellular,1493,no,no,0,NA,89,0,0
6405,51,unemployed,married,secondary,cellular,1760,no,yes,0,NA,162,0,0
6406,47,technician,married,secondary,cellular,1167,yes,no,5,low,968,497.2,0
6407,54,entrepreneur,married,secondary,NA,653,yes,no,0,NA,352,0,0
6408,27,blue-collar,married,secondary,NA,821,yes,yes,41,NA,23,0,0
6409,48,services,divorced,secondary,cellular,62,yes,no,0,NA,561,0,0
6410,34,unemployed,married,secondary,cellular,2126,yes,no,0,NA,215,0,0
6411,59,retired,married,primary,NA,0,no,no,0,NA,192,0,0
6412,54,blue-collar,married,primary,cellular,714,no,no,0,NA,225,0,0
6413,36,management,married,secondary,NA,80,yes,no,0,NA,251,0,0
6414,51,technician,married,tertiary,telephone,4455,no,no,0,NA,85,0,0
6415,55,retired,married,secondary,cellular,1504,yes,yes,0,NA,761,209.1,0
6416,56,management,married,tertiary,cellular,6475,no,no,0,NA,200,0,0
6417,48,blue-collar,married,secondary,cellular,578,yes,no,1,low,70,0,0
6418,51,NA,married,NA,NA,167,no,no,0,NA,205,0,0
6419,41,services,divorced,secondary,cellular,5766,yes,yes,3,low,243,0,0
6420,42,blue-collar,divorced,primary,cellular,1278,no,no,0,NA,422,0,0
6421,58,management,married,primary,NA,1021,no,no,0,NA,205,0,0
6422,41,technician,married,secondary,cellular,1822,no,yes,0,NA,391,0,0
6423,51,technician,married,secondary,cellular,19,no,yes,0,NA,160,0,0
6424,31,management,married,tertiary,cellular,3,no,no,0,NA,12,0,0
6425,44,blue-collar,married,primary,cellular,0,yes,no,0,NA,17,0,0
6426,60,entrepreneur,married,primary,NA,0,no,no,0,NA,201,0,0
6427,40,services,single,secondary,cellular,326,yes,no,2,low,242,0,0
6428,30,technician,single,secondary,cellular,500,yes,no,3,low,176,0,0
6429,29,technician,married,secondary,NA,84,yes,no,0,NA,222,0,0
6430,37,blue-collar,married,primary,cellular,0,no,no,0,NA,850,0,0
6431,43,blue-collar,divorced,secondary,NA,110,yes,yes,0,NA,448,0,0
6432,23,student,single,secondary,cellular,431,no,no,2,high,201,318.23,0
6433,43,services,married,secondary,cellular,-392,no,yes,0,NA,185,0,0
6434,32,management,married,tertiary,cellular,794,yes,yes,0,NA,1014,216.7,0
6435,55,technician,married,secondary,NA,517,yes,yes,0,NA,61,0,0
6436,44,services,married,secondary,NA,29312,no,no,0,NA,226,0,0
6437,36,admin.,married,secondary,NA,-118,yes,yes,0,NA,263,0,0
6438,24,technician,single,secondary,cellular,726,no,no,0,NA,445,335.3,0
6439,34,admin.,single,secondary,cellular,296,no,no,0,NA,147,0,0
6440,35,entrepreneur,married,tertiary,cellular,355,yes,no,1,low,183,0,0
6441,42,management,divorced,tertiary,cellular,16,no,no,0,NA,140,0,0
6442,36,management,married,tertiary,cellular,2687,no,no,0,NA,58,0,0
6443,32,management,single,tertiary,NA,394,yes,no,0,NA,466,0,0
6444,32,blue-collar,divorced,primary,cellular,142,yes,no,0,NA,257,0,0
6445,38,technician,married,tertiary,NA,1092,yes,no,0,NA,317,0,0
6446,27,technician,single,secondary,NA,769,yes,no,0,NA,317,0,0
6447,32,management,single,tertiary,cellular,0,no,no,0,NA,121,0,0
6448,54,blue-collar,married,primary,cellular,2110,yes,no,0,NA,618,0,0
6449,39,management,single,tertiary,cellular,1648,no,no,0,NA,123,0,0
6450,43,unemployed,married,tertiary,cellular,-7,yes,yes,0,NA,228,0,0
6451,44,services,married,secondary,NA,1872,yes,no,0,NA,146,0,0
6452,54,technician,married,tertiary,cellular,98,no,no,0,NA,420,0,0
6453,43,management,divorced,tertiary,cellular,187,no,no,0,NA,175,0,0
6454,53,admin.,single,secondary,cellular,2398,yes,no,1,high,108,0,0
6455,53,management,married,tertiary,cellular,6571,no,no,0,NA,208,1587.76,0
6456,49,blue-collar,married,primary,NA,4134,no,no,0,NA,40,0,0
6457,42,unemployed,divorced,tertiary,cellular,-166,no,no,0,NA,85,0,0
6458,42,management,married,tertiary,cellular,2110,no,yes,2,low,67,0,0
6459,46,technician,married,secondary,cellular,2501,no,no,0,NA,323,0,0
6460,43,management,single,secondary,cellular,-1164,yes,yes,0,NA,76,0,0
6461,27,student,single,tertiary,cellular,32,no,no,0,NA,239,0,0
6462,27,admin.,married,primary,cellular,395,yes,no,0,NA,122,0,0
6463,46,management,married,tertiary,cellular,273,yes,no,6,high,583,312.01,0
6464,25,admin.,single,secondary,NA,768,yes,no,0,NA,203,0,0
6465,28,admin.,single,secondary,NA,-103,yes,no,0,NA,252,0,0
6466,53,management,married,tertiary,cellular,1624,no,no,7,high,166,568.21,0
6467,29,management,single,tertiary,cellular,1675,no,no,0,NA,276,0,0
6468,33,services,married,secondary,cellular,107,yes,yes,0,NA,21,0,0
6469,37,admin.,single,tertiary,cellular,0,yes,no,0,NA,342,0,0
6470,33,blue-collar,married,primary,cellular,3074,no,no,0,NA,679,0,0
6471,60,retired,married,primary,cellular,5,no,no,0,NA,63,0,0
6472,50,retired,married,primary,NA,420,no,no,0,NA,107,0,0
6473,35,admin.,married,secondary,cellular,3863,yes,no,1,low,125,0,0
6474,60,blue-collar,married,secondary,NA,171,yes,no,0,NA,219,0,0
6475,33,admin.,married,secondary,cellular,482,yes,no,0,NA,249,0,0
6476,29,management,married,tertiary,cellular,1022,yes,no,0,NA,408,0,0
6477,47,blue-collar,married,secondary,cellular,4101,yes,no,0,NA,105,0,0
6478,42,retired,married,primary,cellular,127,no,yes,0,NA,199,0,0
6479,51,management,single,tertiary,NA,1146,yes,yes,0,NA,458,0,0
6480,32,management,married,tertiary,cellular,1297,yes,no,0,NA,250,0,0
6481,30,management,single,tertiary,cellular,4319,yes,no,0,NA,144,0,0
6482,42,management,single,tertiary,cellular,3371,yes,yes,2,low,284,0,0
6483,26,technician,single,secondary,cellular,-213,no,yes,0,NA,418,0,0
6484,28,blue-collar,single,secondary,NA,38,yes,no,0,NA,31,0,0
6485,39,blue-collar,married,secondary,cellular,4430,yes,no,1,NA,13,0,0
6486,57,technician,married,primary,NA,67,no,no,0,NA,67,0,0
6487,27,admin.,single,tertiary,cellular,4738,no,no,0,NA,752,0,0
6488,50,services,single,secondary,NA,516,yes,no,0,NA,187,0,0
6489,35,admin.,married,secondary,cellular,1,yes,no,0,NA,112,0,0
6490,39,admin.,divorced,secondary,NA,-607,yes,no,0,NA,374,0,0
6491,48,blue-collar,single,primary,NA,396,yes,no,0,NA,194,0,0
6492,35,management,divorced,tertiary,cellular,286,yes,no,0,NA,164,0,0
6493,56,retired,married,secondary,cellular,2330,no,no,0,NA,209,0,0
6494,32,blue-collar,married,secondary,NA,1,yes,no,0,NA,102,0,0
6495,35,management,married,tertiary,cellular,-468,yes,no,0,NA,540,255.13,0
6496,30,blue-collar,single,secondary,NA,-457,yes,no,0,NA,143,0,0
6497,36,management,married,secondary,cellular,699,no,no,0,NA,20,0,0
6498,58,housemaid,married,tertiary,cellular,94,no,yes,0,NA,207,0,0
6499,31,admin.,single,tertiary,NA,1531,yes,no,0,NA,48,0,0
6500,35,technician,single,tertiary,cellular,275,yes,no,5,low,157,0,0
6501,26,admin.,married,secondary,cellular,1595,no,no,0,NA,54,0,0
6502,39,blue-collar,married,primary,cellular,85,yes,no,0,NA,329,0,0
6503,47,blue-collar,married,primary,NA,1610,yes,no,0,NA,68,0,0
6504,36,technician,married,secondary,NA,1466,yes,no,0,NA,441,0,0
6505,36,blue-collar,married,secondary,NA,-9,yes,no,0,NA,137,0,0
6506,46,technician,married,secondary,cellular,1596,yes,no,0,NA,106,0,0
6507,32,services,married,secondary,NA,206,yes,yes,0,NA,370,0,0
6508,32,blue-collar,married,primary,cellular,50,yes,no,2,low,275,0,0
6509,28,management,single,tertiary,cellular,175,yes,no,0,NA,219,0,0
6510,43,management,divorced,tertiary,NA,443,yes,no,0,NA,219,0,0
6511,45,housemaid,divorced,primary,cellular,221,no,no,1,low,93,0,0
6512,52,blue-collar,married,secondary,cellular,782,yes,yes,0,NA,104,0,0
6513,38,blue-collar,married,primary,NA,476,yes,no,0,NA,212,0,0
6514,43,blue-collar,single,secondary,cellular,24,no,no,1,low,68,0,0
6515,37,management,single,tertiary,cellular,10269,yes,no,0,NA,28,0,0
6516,45,technician,divorced,NA,NA,-25,no,yes,0,NA,158,0,0
6517,43,technician,married,secondary,cellular,227,yes,yes,0,NA,124,0,0
6518,37,blue-collar,married,primary,NA,907,yes,no,0,NA,23,0,0
6519,52,unemployed,married,secondary,cellular,5091,no,no,0,NA,309,0,0
6520,30,self-employed,single,tertiary,cellular,1495,no,no,0,NA,898,0,0
6521,52,technician,divorced,secondary,cellular,511,no,yes,0,NA,98,0,0
6522,47,technician,divorced,secondary,cellular,191,no,no,0,NA,228,0,0
6523,45,admin.,married,secondary,cellular,0,yes,no,0,NA,108,0,0
6524,31,admin.,single,secondary,NA,150,yes,yes,0,NA,431,0,0
6525,32,admin.,married,secondary,NA,739,yes,yes,0,NA,153,0,0
6526,49,admin.,single,secondary,telephone,7426,no,no,0,NA,65,0,0
6527,34,blue-collar,married,secondary,cellular,699,yes,yes,0,NA,576,0,0
6528,57,technician,married,secondary,cellular,2550,no,no,0,NA,73,0,0
6529,60,admin.,married,secondary,cellular,221,no,no,0,NA,92,0,0
6530,32,blue-collar,married,primary,cellular,-6,yes,no,0,NA,169,0,0
6531,45,blue-collar,married,primary,NA,4170,yes,yes,0,NA,114,0,0
6532,36,blue-collar,married,primary,NA,214,no,no,0,NA,423,0,0
6533,32,management,single,tertiary,cellular,499,yes,no,2,low,182,0,0
6534,54,housemaid,married,primary,telephone,8,no,yes,0,NA,116,0,0
6535,38,management,married,secondary,cellular,844,no,no,0,NA,12,0,0
6536,38,blue-collar,married,primary,NA,1495,yes,no,0,NA,74,0,0
6537,39,technician,married,primary,NA,169,yes,no,0,NA,133,0,0
6538,29,admin.,married,tertiary,cellular,332,no,no,0,NA,179,328.17,0
6539,38,technician,married,secondary,cellular,0,yes,yes,0,NA,146,0,0
6540,39,technician,divorced,secondary,cellular,0,no,no,0,NA,35,0,0
6541,37,technician,single,secondary,cellular,1127,yes,no,0,NA,249,0,0
6542,48,services,divorced,secondary,cellular,297,no,no,0,NA,121,0,0
6543,33,services,married,secondary,cellular,260,yes,no,0,NA,248,0,0
6544,32,technician,married,secondary,NA,587,yes,no,0,NA,203,0,0
6545,28,blue-collar,married,primary,cellular,60,yes,no,1,low,161,0,0
6546,25,student,single,secondary,cellular,1028,no,no,0,NA,148,0,0
6547,41,admin.,divorced,secondary,cellular,1634,yes,yes,0,NA,16,0,0
6548,26,services,single,secondary,cellular,127,yes,yes,0,NA,85,0,0
6549,26,self-employed,single,tertiary,cellular,458,yes,yes,0,NA,117,0,0
6550,32,admin.,married,secondary,NA,0,yes,yes,0,NA,122,0,0
6551,40,services,single,secondary,telephone,2284,yes,no,0,NA,100,0,0
6552,42,technician,married,tertiary,cellular,3530,no,no,0,NA,33,0,0
6553,30,blue-collar,married,secondary,cellular,7,yes,no,0,NA,197,0,0
6554,76,retired,married,primary,telephone,1492,no,no,0,NA,383,544.04,0
6555,32,services,married,secondary,cellular,-220,yes,yes,0,NA,123,0,0
6556,60,management,married,tertiary,cellular,759,no,no,0,NA,136,0,0
6557,56,management,married,tertiary,cellular,15520,no,no,0,NA,420,0,0
6558,38,management,married,tertiary,cellular,5432,yes,yes,1,low,408,0,0
6559,37,blue-collar,married,primary,cellular,403,yes,no,1,high,318,0,0
6560,44,technician,single,secondary,NA,-27,yes,yes,0,NA,100,0,0
6561,28,management,single,tertiary,telephone,0,no,no,0,NA,198,0,0
6562,32,entrepreneur,married,tertiary,cellular,3192,no,no,0,NA,44,0,0
6563,34,management,married,tertiary,NA,4131,yes,no,0,NA,172,0,0
6564,44,management,married,tertiary,cellular,0,no,yes,0,NA,129,0,0
6565,38,technician,married,secondary,NA,254,yes,no,0,NA,359,0,0
6566,35,management,married,tertiary,cellular,753,no,no,0,NA,111,0,0
6567,28,blue-collar,married,primary,NA,286,yes,no,0,NA,237,0,0
6568,36,blue-collar,married,primary,NA,1244,yes,no,0,NA,143,0,0
6569,34,blue-collar,married,primary,cellular,174,yes,no,0,NA,405,0,0
6570,39,technician,divorced,secondary,cellular,8,no,no,0,NA,1028,0,0
6571,38,blue-collar,divorced,secondary,cellular,2048,no,yes,0,NA,123,0,0
6572,30,technician,single,tertiary,cellular,-3,yes,no,0,NA,57,0,0
6573,32,management,single,tertiary,NA,3237,yes,no,0,NA,447,0,0
6574,36,blue-collar,married,secondary,NA,56,no,no,0,NA,481,0,0
6575,60,retired,married,secondary,cellular,194,no,yes,0,NA,61,0,0
6576,36,technician,single,secondary,cellular,966,no,no,13,low,135,0,0
6577,38,unemployed,married,primary,NA,338,no,no,0,NA,219,0,0
6578,38,entrepreneur,married,tertiary,cellular,2069,yes,no,0,NA,358,0,0
6579,24,services,single,secondary,NA,0,no,no,0,NA,280,0,0
6580,38,services,married,secondary,telephone,-361,yes,no,0,NA,37,0,0
6581,50,technician,married,secondary,NA,-568,yes,yes,0,NA,860,0,0
6582,33,management,married,tertiary,cellular,3,yes,no,0,NA,163,0,0
6583,36,technician,single,secondary,cellular,651,no,no,0,NA,876,313.62,0
6584,41,services,single,secondary,NA,197,yes,no,0,NA,112,0,0
6585,29,admin.,married,secondary,NA,5605,yes,no,0,NA,117,0,0
6586,33,admin.,single,secondary,cellular,422,yes,no,2,low,235,0,0
6587,94,retired,divorced,secondary,cellular,1234,no,no,0,NA,212,0,0
6588,34,admin.,married,secondary,NA,-549,yes,yes,0,NA,405,0,0
6589,29,blue-collar,married,secondary,NA,5903,yes,no,0,NA,194,0,0
6590,37,admin.,married,secondary,NA,14,yes,no,0,NA,176,0,0
6591,42,blue-collar,married,secondary,NA,1307,yes,no,0,NA,135,0,0
6592,36,technician,married,tertiary,cellular,71,no,no,0,NA,587,0,0
6593,40,admin.,married,secondary,cellular,0,yes,no,7,NA,13,0,0
6594,52,management,married,tertiary,cellular,-11,yes,no,0,NA,94,0,0
6595,46,services,married,secondary,cellular,53,no,yes,0,NA,31,0,0
6596,58,management,married,tertiary,cellular,1602,no,no,3,low,1032,0,0
6597,35,blue-collar,divorced,primary,cellular,0,yes,no,0,NA,187,0,0
6598,34,technician,married,tertiary,NA,691,yes,yes,0,NA,70,0,0
6599,34,blue-collar,divorced,secondary,NA,383,yes,no,0,NA,2231,282.74,0
6600,29,technician,single,tertiary,telephone,2485,no,no,0,NA,48,0,0
6601,52,services,married,secondary,NA,108,yes,no,0,NA,543,0,0
6602,47,technician,married,secondary,telephone,644,no,no,13,low,54,0,0
6603,37,management,single,tertiary,cellular,24,no,no,0,NA,280,0,0
6604,30,blue-collar,single,secondary,cellular,49,no,no,0,NA,808,251.88,0
6605,52,management,married,secondary,NA,218,yes,no,0,NA,490,0,0
6606,34,NA,married,secondary,cellular,1434,no,no,0,NA,50,0,0
6607,38,entrepreneur,married,NA,cellular,259,no,no,0,NA,63,0,0
6608,32,blue-collar,single,secondary,NA,232,no,no,0,NA,232,0,0
6609,43,blue-collar,married,primary,NA,-192,yes,no,0,NA,1120,270.89,0
6610,35,admin.,married,secondary,NA,0,no,no,0,NA,88,0,0
6611,33,management,married,tertiary,cellular,52,no,no,0,NA,311,0,0
6612,50,technician,married,secondary,NA,2062,no,no,0,NA,165,0,0
6613,60,blue-collar,married,primary,cellular,631,no,no,0,NA,429,399.21,0
6614,49,technician,married,NA,NA,-287,yes,no,0,NA,49,0,0
6615,41,blue-collar,married,secondary,NA,108,yes,yes,0,NA,203,0,0
6616,62,retired,married,secondary,cellular,298,no,no,0,NA,709,291.42,0
6617,28,admin.,married,secondary,cellular,1119,yes,no,0,NA,74,0,0
6618,55,housemaid,married,primary,NA,0,no,no,0,NA,306,0,0
6619,39,admin.,married,secondary,cellular,248,yes,no,0,NA,649,0,0
6620,45,unemployed,divorced,secondary,cellular,-44,yes,no,0,NA,256,0,0
6621,47,blue-collar,married,primary,cellular,881,yes,no,2,low,143,0,0
6622,40,technician,single,secondary,cellular,2141,no,no,0,NA,107,0,0
6623,35,blue-collar,married,primary,NA,11,yes,no,0,NA,326,0,0
6624,35,entrepreneur,married,tertiary,cellular,1859,yes,no,2,low,157,0,0
6625,53,housemaid,married,primary,NA,1903,no,no,0,NA,827,0,0
6626,32,management,single,tertiary,cellular,796,no,yes,1,low,198,0,0
6627,39,management,married,tertiary,NA,661,yes,no,0,NA,220,0,0
6628,45,blue-collar,married,primary,cellular,-485,yes,no,0,NA,122,0,0
6629,53,blue-collar,married,secondary,NA,1103,yes,yes,0,NA,163,0,0
6630,58,technician,married,secondary,NA,4299,yes,no,0,NA,348,0,0
6631,55,technician,married,secondary,cellular,6043,no,no,0,NA,427,0,0
6632,45,admin.,married,secondary,NA,985,yes,no,0,NA,390,0,0
6633,29,self-employed,single,secondary,cellular,1186,no,no,0,NA,313,0,0
6634,52,technician,married,secondary,cellular,0,yes,no,1,low,144,0,0
6635,34,management,single,tertiary,cellular,13014,no,no,0,NA,738,1558.93,0
6636,40,blue-collar,married,secondary,NA,1313,no,no,0,NA,87,0,0
6637,46,blue-collar,married,secondary,cellular,0,yes,no,0,NA,127,0,0
6638,40,technician,single,tertiary,cellular,1646,yes,no,5,high,173,448.82,0
6639,59,technician,married,secondary,cellular,259,no,no,0,NA,224,274.07,0
6640,28,admin.,married,secondary,cellular,511,no,no,0,NA,485,0,0
6641,39,blue-collar,single,secondary,cellular,4619,no,no,0,NA,104,0,0
6642,39,services,married,secondary,cellular,323,no,no,6,low,874,300.56,0
6643,40,technician,married,secondary,NA,26,yes,no,0,NA,230,0,0
6644,32,services,single,secondary,cellular,133,no,no,0,NA,171,254.71,0
6645,54,entrepreneur,single,tertiary,cellular,5417,yes,no,0,NA,376,0,0
6646,39,blue-collar,single,secondary,telephone,522,yes,no,2,low,225,0,0
6647,49,technician,married,tertiary,cellular,8422,yes,no,0,NA,166,0,0
6648,39,technician,single,tertiary,cellular,25,yes,no,2,high,315,249.16,0
6649,32,services,single,secondary,cellular,-1139,yes,no,0,NA,201,0,0
6650,25,management,single,tertiary,cellular,323,no,yes,0,NA,98,0,0
6651,26,services,single,secondary,cellular,0,no,yes,0,NA,240,0,0
6652,28,blue-collar,married,secondary,cellular,-25,yes,no,0,NA,58,0,0
6653,33,self-employed,married,tertiary,cellular,3064,no,no,0,NA,309,0,0
6654,32,blue-collar,single,secondary,cellular,188,no,yes,0,NA,144,0,0
6655,39,blue-collar,married,primary,NA,1046,no,no,0,NA,112,0,0
6656,58,admin.,married,secondary,cellular,169,no,no,4,high,216,277.57,0
6657,34,management,married,tertiary,cellular,651,no,no,0,NA,160,0,0
6658,29,entrepreneur,married,primary,cellular,519,yes,no,0,NA,120,0,0
6659,33,technician,single,secondary,NA,313,yes,no,0,NA,291,0,0
6660,35,blue-collar,married,secondary,cellular,577,no,no,1,low,55,0,0
6661,45,admin.,divorced,secondary,cellular,2519,no,no,0,NA,470,0,0
6662,59,retired,married,secondary,cellular,1035,yes,yes,1,low,126,0,0
6663,51,unemployed,single,tertiary,telephone,1594,no,no,0,NA,197,0,0
6664,34,blue-collar,divorced,NA,cellular,172,no,no,0,NA,177,285.67,0
6665,50,housemaid,single,secondary,telephone,799,no,no,0,NA,63,0,0
6666,36,blue-collar,married,primary,telephone,871,yes,yes,0,NA,2,0,0
6667,42,unemployed,married,secondary,cellular,0,yes,yes,12,low,158,0,0
6668,40,technician,married,secondary,cellular,56,yes,yes,1,low,194,0,0
6669,36,unemployed,married,tertiary,NA,4145,no,no,0,NA,988,1102.7,0
6670,48,self-employed,married,secondary,cellular,-817,yes,no,0,NA,175,0,0
6671,42,technician,married,secondary,cellular,315,yes,no,2,low,208,0,0
6672,53,housemaid,married,NA,cellular,0,no,no,0,NA,207,0,0
6673,31,admin.,single,secondary,cellular,3950,yes,no,0,NA,529,640.53,0
6674,35,technician,married,secondary,cellular,-67,yes,no,0,NA,160,0,0
6675,37,technician,single,tertiary,cellular,6101,no,no,1,high,60,0,0
6676,48,NA,married,NA,NA,2261,no,no,0,NA,445,0,0
6677,27,technician,married,secondary,NA,374,yes,no,0,NA,188,0,0
6678,61,management,married,secondary,cellular,967,no,no,0,NA,180,0,0
6679,65,retired,married,primary,cellular,3629,no,no,0,NA,148,969.01,0
6680,41,management,single,secondary,cellular,5548,yes,no,0,NA,128,0,0
